CBW46671.1	GO:0016021
CBW46738.1	GO:0016021
AJL34029.1	GO:0016021
AJL34029.1	GO:0033644
AJL34171.1	GO:0042330
AJL34171.1	GO:0016021
AJL34171.1	GO:0033644
AIY22367.1	GO:0016021
AIY22367.1	GO:0033644
AOO54420.1	GO:0016021
AXB49219.1	GO:0016021
AXB49271.1	GO:0030430
AXB49271.1	GO:0019012
AXB49386.1	GO:0042330
AXB49386.1	GO:0033644
AXB49386.1	GO:0016021
QED21595.1	GO:0003677
QED21595.1	GO:0005524
QED21595.1	GO:0016787
QED21595.1	GO:0004386
QED21595.1	GO:0016021
QED21595.1	GO:0043138
QED21595.1	GO:0006367
QED21595.1	GO:0006366
QED21595.1	GO:0033683
QED21595.1	GO:0000112
QED21595.1	GO:0020023
QED21595.1	GO:0009411
QED21595.1	GO:0004003
QED21595.1	GO:0005675
QED21595.1	GO:0006468
QED21595.1	GO:0097550
QED21595.1	GO:0008134
QED21595.1	GO:0003678
QED21595.1	GO:0004519
QED21595.1	GO:0008168
QED21595.1	GO:0032259
QED21595.1	GO:0006306
QED21595.1	GO:0008170
QED21615.1	GO:0030430
QED21615.1	GO:0032549
QED21615.1	GO:0003899
QED21615.1	GO:0046872
QED21615.1	GO:0006351
QED21615.1	GO:0003677
QED21615.1	GO:0039695
QED21615.1	GO:0016539
QED21615.1	GO:0004519
QED21615.1	GO:0008270
QED21617.1	GO:0008168
QED21617.1	GO:0032259
QED21617.1	GO:0003676
QED21641.1	GO:0003677
QED21641.1	GO:0003899
QED21641.1	GO:0006351
QED21641.1	GO:0030430
QED21643.1	GO:0006260
QED21643.1	GO:0004386
QED21643.1	GO:0005524
QED21643.1	GO:0016817
QED21648.1	GO:0003676
QED21648.1	GO:0005524
QED21648.1	GO:0033644
QED21648.1	GO:0016021
QED21648.1	GO:0004386
QED21650.1	GO:0003676
QED21650.1	GO:0005524
QED21650.1	GO:0033644
QED21650.1	GO:0016021
QED21650.1	GO:0004386
QED21663.1	GO:0030430
QED21688.1	GO:0044220
QED21688.1	GO:0019012
QED21706.1	GO:0004386
QED21706.1	GO:0005524
AXB49218.1	GO:0016021
AXB49219.1	GO:0016021
AXB49220.1	GO:0042330
AXB49221.1	GO:0042330
AXB49222.1	GO:0016021
AXB49222.1	GO:0055036
AXB49222.1	GO:0020002
AXB49223.1	GO:0016032
AXB49223.1	GO:0030430
AXB49225.1	GO:0042330
AXB49225.1	GO:0033644
AXB49225.1	GO:0016021
AXB49226.1	GO:0016021
AXB49226.1	GO:0033644
AXB49226.1	GO:0019012
AXB49226.1	GO:0044172
AXB49226.1	GO:0004386
AXB49228.1	GO:0033644
AXB49228.1	GO:0016021
AXB49228.1	GO:0044172
AXB49228.1	GO:0019012
AXB49228.1	GO:0044166
AXB49229.1	GO:0019012
AXB49229.1	GO:0044172
AXB49229.1	GO:0033644
AXB49229.1	GO:0016021
AXB49229.1	GO:0044166
AXB49230.1	GO:0044172
AXB49230.1	GO:0019012
AXB49230.1	GO:0044166
AXB49230.1	GO:0033644
AXB49230.1	GO:0016021
AXB49231.1	GO:0044166
AXB49231.1	GO:0019012
AXB49231.1	GO:0044172
AXB49231.1	GO:0033644
AXB49231.1	GO:0016021
AXB49234.1	GO:0004386
AXB49235.1	GO:0016021
AXB49235.1	GO:0033644
AXB49235.1	GO:0044172
AXB49235.1	GO:0019012
AXB49236.1	GO:0016021
AXB49236.1	GO:0033644
AXB49237.1	GO:0016021
AXB49237.1	GO:0033644
AXB49238.1	GO:0016021
AXB49238.1	GO:0033644
AXB49239.1	GO:0016021
AXB49239.1	GO:0033644
AXB49239.1	GO:0044172
AXB49239.1	GO:0019012
AXB49240.1	GO:0016021
AXB49240.1	GO:0033644
AXB49241.1	GO:0042330
AXB49242.1	GO:0042330
AXB49243.1	GO:0016021
AXB49243.1	GO:0033644
AXB49244.1	GO:0016021
AXB49244.1	GO:0033644
AXB49244.1	GO:0042330
AXB49247.1	GO:0042330
AXB49247.1	GO:0033644
AXB49247.1	GO:0016021
AXB49248.1	GO:0042330
AXB49248.1	GO:0033644
AXB49248.1	GO:0016021
AXB49249.1	GO:0042330
AXB49249.1	GO:0016021
AXB49249.1	GO:0033644
AXB49250.1	GO:0042330
AXB49250.1	GO:0016021
AXB49250.1	GO:0033644
AXB49251.1	GO:0016021
AXB49252.1	GO:0042330
AXB49252.1	GO:0033644
AXB49252.1	GO:0016021
AXB49253.1	GO:0042330
AXB49253.1	GO:0016021
AXB49253.1	GO:0033644
AXB49254.1	GO:0042330
AXB49254.1	GO:0033644
AXB49254.1	GO:0016021
AXB49256.1	GO:0016021
AXB49259.1	GO:0016021
AXB49262.1	GO:0046872
AXB49262.1	GO:0039652
AXB49262.1	GO:0030430
AXB49262.1	GO:0039650
AXB49263.1	GO:0003677
AXB49263.1	GO:0006260
AXB49263.1	GO:0030261
AXB49263.1	GO:0006355
AXB49263.1	GO:0006417
AXB49263.1	GO:0006310
AXB49264.1	GO:0006233
AXB49264.1	GO:0004798
AXB49264.1	GO:0005524
AXB49264.1	GO:0006235
AXB49264.1	GO:0016301
AXB49264.1	GO:0009041
AXB49264.1	GO:0004550
AXB49264.1	GO:0006227
AXB49264.1	GO:0005737
AXB49264.1	GO:0005739
AXB49264.1	GO:0005634
AXB49264.1	GO:0005829
AXB49264.1	GO:0006888
AXB49264.1	GO:0016773
AXB49264.1	GO:0005975
AXB49264.1	GO:0071363
AXB49267.1	GO:0042330
AXB49267.1	GO:0016021
AXB49268.1	GO:0030430
AXB49268.1	GO:0039644
AXB49268.1	GO:0042025
AXB49268.1	GO:0039513
AXB49268.1	GO:0039517
AXB49269.1	GO:0016787
AXB49269.1	GO:0005524
AXB49269.1	GO:0003677
AXB49269.1	GO:0004386
AXB49269.1	GO:0016021
AXB49269.1	GO:0043138
AXB49269.1	GO:0006367
